name,supplier,supplierid,smiles,molclass,amount,unit,platebarcode,samplebarcode
ZINC01529425,eMolecules,476636,C(CCC(=O)[O-])CC[NH3+],hts,939,mg,x1,10000939
ZINC01529463,FDA-approved drugs (via DSSTOX),466,C[C@@]12CC[C@@H]3c4ccc(cc4CC[C@@H]3[C@@H]1CCC2=O)OS(=O)(=O)[O-],hts,940,mg,x1,10000940
ZINC01529732,Sigma Aldrich (Building Blocks),C0470000|FLUKA,C([C@@H](C(=O)[O-])[NH3+])SCC(=O)[O-],hts,941,mg,x1,10000941
ZINC01530283,Sigma Aldrich (Building Blocks),C4375|SIGMA,C(CC(=O)[O-])[C@@H](C(=O)[O-])NC(=O)N,hts,942,mg,x1,10000942
ZINC01530303,Molcan,dexpanthenol-api,CC(C)(CO)[C@H](C(=O)NCCCO)O,hts,943,mg,x1,10000943
ZINC01530357,TCI,I0628,C1(C(C(C(C(C1O)O)O)O)O)O,hts,944,mg,x1,10000944
ZINC01530555,Oakwood Chemical,079471,c1nc2c(=O)[nH]c(nc2n1COCCO)N,hts,945,mg,x1,10000945
ZINC01530557,FDA-approved drugs (via DSSTOX),46,C(C[NH3+])C[NH2+]CCSP(=O)(O)O,hts,946,mg,x1,10000946
ZINC01530562,FDA-approved drugs (via DSSTOX),100,CC1([C@H](N2[C@H](S1)[C@H](C2=O)NC(=O)[C@H](c3ccccc3)NC(=O)N4CCNC4=O)C(=O)[O-])C,hts,947,mg,x1,10000947
ZINC01530565,FDA-approved drugs (via DSSTOX),106,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H]2CCc3ccccc3N(C2=O)CC(=O)[O-],hts,948,mg,x1,10000948
ZINC01530567,Selleck BioChemicals,S1827,CC(C)[NH2+]C[C@@H](COc1ccc(cc1)CCOCC2CC2)O,hts,949,mg,x1,10000949
ZINC01530568,Toronto Research Chemicals,B328000,CC(C)[NH2+]C[C@H](COc1ccc(cc1)CCOCC2CC2)O,hts,950,mg,x1,10000950
ZINC01530569,BioSynth,Q-200729,CC(C)[NH2+]C[C@@H](COc1ccc(cc1)COCCOC(C)C)O,hts,951,mg,x1,10000951
ZINC01530570,Bosche Scientific,B2348,CC(C)[NH2+]C[C@H](COc1ccc(cc1)COCCOC(C)C)O,hts,952,mg,x1,10000952
ZINC01530571,TimTec Make-on-Demand,ST50759566,c1cnc(nc1)N2CC[NH+](CC2)CCCCN3C(=O)CC4(CCCC4)CC3=O,hts,953,mg,x1,10000953
ZINC01530572,Toronto Research Chemicals,B689902,CS(=O)(=O)OCCCCOS(=O)(=O)C,hts,954,mg,x1,10000954
ZINC01530579,Prestwick Chemical,Prestw-1262,COc1ccccc1OCC[NH2+]C[C@@H](COc2cccc3c2c4ccccc4[nH]3)O,hts,955,mg,x1,10000955
ZINC01530580,Otava,4802857,COc1ccccc1OCC[NH2+]C[C@H](COc2cccc3c2c4ccccc4[nH]3)O,hts,956,mg,x1,10000956
ZINC01530581,FDA-approved drugs (via DSSTOX),209,c1ccc(cc1)[C@@H](C(=O)N[C@@H]2[C@@H]3N(C2=O)C(=C(CS3)Cl)C(=O)[O-])[NH3+],hts,957,mg,x1,10000957
ZINC01530582,Prestwick Chemical,485,c1ccc(cc1)[C@H](C(=O)N[C@@H]2[C@@H]3N(C2=O)C(=C(CS3)Cl)C(=O)[O-])[NH3+],hts,958,mg,x1,10000958
ZINC01530583,FDA-approved drugs (via DSSTOX),210,CC1=C(N2[C@H]([C@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])SC1)C(=O)[O-],hts,959,mg,x1,10000959
ZINC01530584,FDA-approved drugs (via DSSTOX),210,CC1=C(N2[C@H]([C@H](C2=O)NC(=O)[C@H](c3ccc(cc3)O)[NH3+])SC1)C(=O)[O-],hts,960,mg,x1,10000960
ZINC01530585,MicroSource US Drugs,01502038,Cn1c(nnn1)SCC2=C(N3[C@H]([C@H](C3=O)NC(=O)[C@@H](c4ccccc4)O)SC2)C(=O)[O-],hts,961,mg,x1,10000961
ZINC01530586,Vitas-M,STK177294,Cn1c(nnn1)SCC2=C(N3[C@H]([C@H](C3=O)NC(=O)[C@H](c4ccccc4)O)SC2)C(=O)[O-],hts,962,mg,x1,10000962
ZINC01530589,FDA-approved drugs (via DSSTOX),228,C/C=C/C1=C(N2[C@H]([C@H](C2=O)NC(=O)[C@@H](c3ccc(cc3)O)[NH3+])SC1)C(=O)[O-],hts,963,mg,x1,10000963
ZINC01530591,FDA-approved drugs (via DSSTOX),231,CC(C)(C(=O)[O-])O/N=C(\c1csc(n1)N)/C(=O)N[C@@H]2[C@@H]3N(C2=O)C(=C(CS3)C[n+]4ccccc4)C(=O)[O-],hts,964,mg,x1,10000964
ZINC01530594,Amadis Chemical,A836132,CO/N=C(/c1csc(n1)N)\C(=O)N[C@@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)[O-],hts,965,mg,x1,10000965
ZINC01530596,FDA-approved drugs (via DSSTOX),241,CC1=C(N2[C@H]([C@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])SC1)C(=O)[O-],hts,966,mg,x1,10000966
ZINC01530597,FDA-approved drugs (via DSSTOX),246,CC1=C(N2[C@H]([C@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)[NH3+])SC1)C(=O)[O-],hts,967,mg,x1,10000967
ZINC01530598,ChemMol,44001934,COc1ccc(cc1)C(=C(c2ccc(cc2)OC)Cl)c3ccc(cc3)OC,hts,968,mg,x1,10000968
ZINC01530599,Pharmeks,PHAR220179,CCCN/C(=N/S(=O)(=O)c1ccc(cc1)Cl)/[O-],hts,969,mg,x1,10000969
ZINC01530603,Molport,MolPort-002-964-509,Cc1c(c(no1)c2ccccc2Cl)C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,970,mg,x1,10000970
ZINC01530604,UORSY,PB594361650,c1cc2c(c(c1)OC[C@@H](COc3ccc4c(c3)c(=O)cc(o4)C(=O)[O-])O)c(=O)cc(o2)C(=O)[O-],hts,971,mg,x1,10000971
ZINC01530605,Enamine Building Blocks,EN300-49848,c1cc2c(c(c1)OC[C@H](COc3ccc4c(c3)c(=O)cc(o4)C(=O)[O-])O)c(=O)cc(o2)C(=O)[O-],hts,972,mg,x1,10000972
ZINC01530611,Active BioPharma,625,C[NH2+]CCCN1c2ccccc2CCc3c1cccc3,hts,973,mg,x1,10000973
ZINC01530612,Princeton BioMolecular Research,OSSK_573074,Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,974,mg,x1,10000974
ZINC01530613,FDA-approved drugs (via DSSTOX),387,CC[NH+](CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,hts,975,mg,x1,10000975
ZINC01530617,Sigma Aldrich (Building Blocks),D7275|SIGMA,CC(C)[NH+](CC[C@@](c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,hts,976,mg,x1,10000976
ZINC01530618,Sigma Aldrich (Building Blocks),D054|CERILLIAN,CC(C)[NH+](CC[C@](c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,hts,977,mg,x1,10000977
ZINC01530619,Pharmeks,PHAR247596,CC[NH2+][C@H]1C[C@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,hts,978,mg,x1,10000978
ZINC01530620,Amadis Chemical,A806130,CC[NH2+][C@@H]1C[C@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,hts,979,mg,x1,10000979
ZINC01530621,AK Scientific,M363,CC[NH2+][C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,hts,980,mg,x1,10000980
ZINC01530622,Amadis Chemical,A806130,CC[NH2+][C@@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,hts,981,mg,x1,10000981
ZINC01530625,ChemMol,97900439,CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O,hts,982,mg,x1,10000982
ZINC01530628,FDA-approved drugs (via DSSTOX),437,CCOP(=O)(OCC)SCC[N+](C)(C)C,hts,983,mg,x1,10000983
ZINC01530635,Focus Synthesis BB Make-on-Demand,FS200111,CC(=O)OCC(CCn1cnc2c1nc(nc2)N)COC(=O)C,hts,984,mg,x1,10000984
ZINC01530637,Prestwick Chemical,511,C[NH2+]CC[C@@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F,hts,985,mg,x1,10000985
ZINC01530638,Sigma Aldrich (Building Blocks),F1678|SIGMA,C[NH2+]CC[C@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F,hts,986,mg,x1,10000986
ZINC01530639,Toronto Research Chemicals,F601246,CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)[O-])O)O)c3ccc(cc3)F,hts,987,mg,x1,10000987
ZINC01530641,MicroSource Pharmakon,01500313,Cc1ccc(c(c1)OCCCC(C)(C)C(=O)[O-])C,hts,988,mg,x1,10000988
ZINC01530648,TimTec,ST012264,C1CCC[NH+](CCC1)CCNC(=[NH2+])N,hts,989,mg,x1,10000989
ZINC01530649,Prestwick Chemical,Prestw-1269,c1c(c(cc(c1Cl)Cl)Cl)OCC#CI,hts,990,mg,x1,10000990
ZINC01530652,Sigma Aldrich (Building Blocks),H0915|SIGMA,CC[NH+](CCC[C@@H](C)Nc1cc[nH+]c2c1ccc(c2)Cl)CCO,hts,991,mg,x1,10000991
ZINC01530654,MicroSource US Drugs,01503978,CC[NH+](CCC[C@H](C)Nc1cc[nH+]c2c1ccc(c2)Cl)CCO,hts,992,mg,x1,10000992
ZINC01530659,Toronto Research Chemicals,I265002,C1CN([P@@](=O)(OC1)NCCCl)CCCl,hts,993,mg,x1,10000993
ZINC01530660,Prestwick Chemical,Prestw-833,C1CN([P@](=O)(OC1)NCCCl)CCCl,hts,994,mg,x1,10000994
ZINC01530668,Prestwick Chemical,770,CC(C)[N+](C)(CCC(c1ccccc1)(c2ccccc2)C(=O)N)C(C)C,hts,995,mg,x1,10000995
ZINC01530688,Sigma Aldrich (Building Blocks),M9651|SIGMA,C[NH2+]CCCC12CCC(c3c1cccc3)c4c2cccc4,hts,996,mg,x1,10000996
ZINC01530689,ChemMol,97900356,CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCC[NH+](C)C)/c3ccccc3,hts,997,mg,x1,10000997
ZINC01530694,Toronto Research Chemicals,T006350,CCOc1ccccc1OCC[NH2+][C@H](C)Cc2ccc(c(c2)S(=O)(=O)N)OC,hts,998,mg,x1,10000998
ZINC01530695,Toronto Research Chemicals,T368800,C[NH+]1CCCC[C@H]1CCN2c3ccccc3Sc4c2cc(cc4)SC,hts,999,mg,x1,10000999
ZINC01530697,MicroSource Pharmakon,01500575,C[NH+]1CCCC[C@@H]1CCN2c3ccccc3Sc4c2cc(cc4)SC,hts,1000,mg,x1,10001000
ZINC01530701,Sigma Aldrich (Building Blocks),M2392|FLUKA,CCCC(C)(COC(=O)N)COC(=O)N,hts,1001,mg,x1,10001001
ZINC01530702,Apollo Scientific Bioactives,BIT0186,CC1([C@H](N2[C@H](S1)[C@H](C2=O)NC(=O)[C@H](c3ccsc3)C(=O)[O-])C(=O)[O-])C,hts,1002,mg,x1,10001002
ZINC01530703,MicroSource US Drugs,01500581,CCCCN/C(=N/S(=O)(=O)c1ccc(cc1)C)/[O-],hts,1003,mg,x1,10001003
ZINC01530706,DrugBank-approved,DB00333,CCC(=O)C(C[C@@H](C)[NH+](C)C)(c1ccccc1)c2ccccc2,hts,1004,mg,x1,10001004
ZINC01530707,FDA-approved drugs (via DSSTOX),734,CCC(=O)C(C[C@H](C)[NH+](C)C)(c1ccccc1)c2ccccc2,hts,1005,mg,x1,10001005
ZINC01530710,MicroSource Pharmakon,01505466,CC1(C(=O)N(C(=O)O1)C)C,hts,1006,mg,x1,10001006
ZINC01530711,FDA-approved drugs (via DSSTOX),745,CC1([C@H](N2[C@H](S1)[C@H](C2=O)NC(=O)c3c(cccc3OC)OC)C(=O)[O-])C,hts,1007,mg,x1,10001007
ZINC01530713,FDA-approved drugs (via DSSTOX),1193,CC(C)[C@@H](C(=O)OCCOCn1cnc2c1nc([nH]c2=O)N)[NH3+],hts,1008,mg,x1,10001008
ZINC01530716,Scientific Exchange (make on demand),POD_02/0227,CC[NH+](CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,hts,1009,mg,x1,10001009
ZINC01530717,ChemMol,30104098,CC(C)[NH2+]C[C@@H](COc1ccc(cc1)CCOC)O,hts,1010,mg,x1,10001010
ZINC01530718,Molport,MolPort-020-313-409,CC(C)[NH2+]C[C@H](COc1ccc(cc1)CCOC)O,hts,1011,mg,x1,10001011
ZINC01530725,MicroSource Pharmakon,00330082,c1ccc(c(c1)[C@@H](c2ccc(cc2)Cl)C(Cl)Cl)Cl,hts,1012,mg,x1,10001012
ZINC01530726,DrugBank-approved,DB00648,c1ccc(c(c1)[C@H](c2ccc(cc2)Cl)C(Cl)Cl)Cl,hts,1013,mg,x1,10001013
ZINC01530732,FDA-approved drugs (via DSSTOX),804,CCOc1ccc2ccccc2c1C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,1014,mg,x1,10001014
ZINC01530733,FDA-approved drugs (via DSSTOX),831,CC1=NC(=C([C@@H](C1C(=O)OCCOC)c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,hts,1015,mg,x1,10001015
ZINC01530736,Sequoia Research Products,76963-41-2,CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)C[NH+](C)C,hts,1016,mg,x1,10001016
ZINC01530741,Acros Organics,43469,C[NH2+]CCC=C1c2ccccc2CCc3c1cccc3,hts,1017,mg,x1,10001017
ZINC01530747,FDA-approved drugs (via DSSTOX),858,Cc1c(c(no1)c2ccccc2)C(=O)N[C@@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-],hts,1018,mg,x1,10001018
ZINC01530748,FDA-approved drugs (via DSSTOX),1007,c1ccc2c(c1)C(=Nc3ccccc3S2)N4CC[NH+](CC4)CCOCCO,hts,1019,mg,x1,10001019
ZINC01530749,Molport,MolPort-005-976-899,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)[O-],hts,1020,mg,x1,10001020
ZINC01530751,AK Scientific,H815,CC[NH+](CC)CC#CCOC(=O)[C@@](c1ccccc1)(C2CCCCC2)O,hts,1021,mg,x1,10001021
ZINC01530752,AK Scientific,O222,CC[NH+](CC)CC#CCOC(=O)[C@](c1ccccc1)(C2CCCCC2)O,hts,1022,mg,x1,10001022
ZINC01530753,DrugBank-approved,DB00236,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,hts,1023,mg,x1,10001023
ZINC01530755,DrugBank-approved,DB01599,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C,hts,1024,mg,x1,10001024
ZINC01530756,ChemMol,30104981,CC[NH+](CC)CCNC(=O)c1ccc(cc1)N,hts,1025,mg,x1,10001025
ZINC01530757,Ryan Scientific BB,LT00772261,CC[NH+](CC)CCOC(=O)c1ccc(cc1)N,hts,1026,mg,x1,10001026
ZINC01530759,Enamine Building Blocks,EN300-51034,CCC[NH2+]C[C@@H](COc1ccccc1C(=O)CCc2ccccc2)O,hts,1027,mg,x1,10001027
ZINC01530760,Prestwick Chemical,499,CCC[NH2+]C[C@H](COc1ccccc1C(=O)CCc2ccccc2)O,hts,1028,mg,x1,10001028
ZINC01530761,Bosche Scientific,P2407,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3c1cccc3)C(C)C,hts,1029,mg,x1,10001029
ZINC01530762,ChemMol,30103066,CCCOc1ccc(cc1N)C(=O)OCC[NH+](CC)CC,hts,1030,mg,x1,10001030
ZINC01530763,Prestwick Chemical,Prestw-1054,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@@H](C)C[NH+](C)C,hts,1031,mg,x1,10001031
ZINC01530764,FDA-approved drugs (via DSSTOX),996,C[NH2+]CCCC1c2ccccc2C=Cc3c1cccc3,hts,1032,mg,x1,10001032
ZINC01530767,American Custom Chemicals Corp.,API0011775,CCC(=O)O[C@@](Cc1ccccc1)(c2ccccc2)[C@@H](C)C[NH+](C)C,hts,1033,mg,x1,10001033
ZINC01530768,APIChem,AC-16040,CCC(=O)O[C@@](Cc1ccccc1)(c2ccccc2)[C@H](C)C[NH+](C)C,hts,1034,mg,x1,10001034
ZINC01530769,AK Scientific,W0029,CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)C[NH+](C)C,hts,1035,mg,x1,10001035
ZINC01530771,MicroSource Pharmakon,01505456,CC[C@]1(C(=O)N(C(=O)O1)C)C,hts,1036,mg,x1,10001036
ZINC01530772,MicroSource Pharmakon,01505456,CC[C@@]1(C(=O)N(C(=O)O1)C)C,hts,1037,mg,x1,10001037
ZINC01530774,FDA-approved drugs (via DSSTOX),890,CC1([C@H](N2[C@H](S1)[C@H](C2=O)NC(=O)COc3ccccc3)C(=O)[O-])C,hts,1038,mg,x1,10001038
ZINC01530775,APIChem,AC-12459,c1cc(ccc1C(=[NH2+])N)OCCCCCOc2ccc(cc2)C(=[NH2+])N,hts,1039,mg,x1,10001039
ZINC01530776,IBScreen BuildingBlocks,BB_SC-2111,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,hts,1040,mg,x1,10001040
ZINC01530788,Sigma Aldrich (Building Blocks),C0399|SIGMA,c1cc2c(c(c1)OCC(COc3cccc4c3c(=O)cc(o4)C(=O)[O-])O)c(=O)cc(o2)C(=O)[O-],hts,1041,mg,x1,10001041
ZINC01530796,Sigma Aldrich (Building Blocks),G005|CERILLIAN,CC[C@]1(CCC(=O)NC1=O)c2ccccc2,hts,1042,mg,x1,10001042
ZINC01530797,FDA-approved drugs (via DSSTOX),563,CC[C@@]1(CCC(=O)NC1=O)c2ccccc2,hts,1043,mg,x1,10001043
ZINC01530799,Bosche Scientific,M1590,CCOC(=O)C[C@@H](C(=O)OCC)SP(=S)(OC)OC,hts,1044,mg,x1,10001044
ZINC01530800,AK Scientific,R319,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,hts,1045,mg,x1,10001045
ZINC01530803,Anward,ANW-65602,c1ccc(cc1)C(COC(=O)N)COC(=O)N,hts,1046,mg,x1,10001046
ZINC01530804,ChemMol,83600025,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)[NH-])C,hts,1047,mg,x1,10001047
ZINC01530805,Innovapharm BB Make on Demand,BBV-00065864,CC[C@]1(CC(=O)NC1=O)C,hts,1048,mg,x1,10001048
ZINC01530806,TimTec Make-on-Demand,ST51037248,CC[C@@]1(CC(=O)NC1=O)C,hts,1049,mg,x1,10001049
ZINC01530810,Sigma Aldrich (Building Blocks),633879|FLUKA,C(OC(C(F)(F)F)C(F)(F)F)F,hts,1050,mg,x1,10001050
ZINC01530812,ChemMol,44000284,CCCC[NH+]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,hts,1051,mg,x1,10001051
ZINC01530814,Toronto Research Chemicals,B689545,CCCC[NH+]1CCCC[C@@H]1C(=O)Nc2c(cccc2C)C,hts,1052,mg,x1,10001052
ZINC01530816,Molport BB,MolPort-003-666-478,CCC[NH2+][C@@H](C)C(=O)Nc1ccccc1C,hts,1053,mg,x1,10001053
ZINC01530817,KeyOrganics Bioactives,KS-5024,CCC[NH2+][C@H](C)C(=O)Nc1ccccc1C,hts,1054,mg,x1,10001054
ZINC01530820,ChemMol,30102774,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,hts,1055,mg,x1,10001055
ZINC01530855,Vitas-M,STK802074,CC[C@]1(CCC(=O)NC1=O)c2ccc(cc2)N,hts,1056,mg,x1,10001056
ZINC01530856,Sigma Aldrich (Building Blocks),545872|ALDRICH,CC[C@@]1(CCC(=O)NC1=O)c2ccc(cc2)N,hts,1057,mg,x1,10001057
ZINC01530860,Zylexa Pharma BB,ZP-BB-CD006027,CC[NH+](CC)CCC[C@@H](C)Nc1cc[nH+]c2c1ccc(c2)Cl,hts,1058,mg,x1,10001058
ZINC01530861,TimTec Make-on-Demand,ST45028748,CC[NH+](CC)CCC[C@H](C)Nc1cc[nH+]c2c1ccc(c2)Cl,hts,1059,mg,x1,10001059
ZINC01530862,Sequoia Research Products,63-45-6,C[C@@H](CCC[NH3+])Nc1cc(cc2c1nccc2)OC,hts,1060,mg,x1,10001060
ZINC01530863,Ambinter Natural Products,Ambmdy01500500,C[C@H](CCC[NH3+])Nc1cc(cc2c1nccc2)OC,hts,1061,mg,x1,10001061
ZINC01530866,Ark Pharm Building Blocks,AK115822,CCCC[NH+](CCCC)CC[C@@H](c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O,hts,1062,mg,x1,10001062
ZINC01530867,FDA-approved drugs (via DSSTOX),1118,C1CN1P(=S)(N2CC2)N3CC3,hts,1063,mg,x1,10001063
ZINC01530877,Asinex,BAS00316135,c1ccc(c(c1)C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3)C(=O)[O-],hts,1064,mg,x1,10001064
ZINC01530886,ChemMol,44002285,CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)[O-])c5nc6ccccc6n5C)C,hts,1065,mg,x1,10001065
ZINC01530906,Toronto Research Chemicals,P689412,CN1[C@H](Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,hts,1066,mg,x1,10001066
ZINC01530907,Toronto Research Chemicals,P689412,CN1[C@@H](Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,hts,1067,mg,x1,10001067
ZINC01530922,AK Scientific,K681,c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])c3ccccc3,hts,1068,mg,x1,10001068
ZINC01530929,Sigma Aldrich (Building Blocks),M041|CERILLIAN,CCC#C[C@H](C)[C@]1(C(=O)NC(=O)N(C1=O)C)CC=C,hts,1069,mg,x1,10001069
ZINC01530930,Toronto Research Chemicals,M260652,CCC#C[C@@H](C)[C@@]1(C(=O)NC(=O)N(C1=O)C)CC=C,hts,1070,mg,x1,10001070
ZINC01530932,DrugBank-approved,DB00940,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3c1cccc3,hts,1071,mg,x1,10001071
ZINC01530935,Ambinter Natural Products,Ambmdy01505943,Cc1c(cc[nH+]c1C[S@](=O)c2[nH]c3ccccc3n2)OCCCOC,hts,1072,mg,x1,10001072
ZINC01530938,Otava BB Make-to-order,3360125,CC[NH+](CC)CCOC(=O)c1ccc(cc1Cl)N,hts,1073,mg,x1,10001073
ZINC01530939,MicroSource Pharmakon,01500236,CCCCOc1cc(c2ccccc2n1)C(=O)NCC[NH+](CC)CC,hts,1074,mg,x1,10001074
ZINC01530940,AK Scientific,S039,CCCCOc1ccc(cc1)C(=O)CC[NH+]2CCCCC2,hts,1075,mg,x1,10001075
ZINC01530945,FDA-approved drugs (via DSSTOX),801,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)OCC[NH+]3CCOCC3)O)C(=O)OC2,hts,1076,mg,x1,10001076
ZINC01530947,Amadis Chemical,A828082,c1ccc2c(c1)C(=O)N(C2=O)[C@H]3CCC(=O)NC3=O,hts,1077,mg,x1,10001077
ZINC01530948,MicroSource US Drugs,01503607,c1ccc2c(c1)C(=O)N(C2=O)[C@@H]3CCC(=O)NC3=O,hts,1078,mg,x1,10001078
ZINC01530950,Prestwick Chemical,Prestw-423,CCC[C@@](C)(COC(=O)N)COC(=O)NC(C)C,hts,1079,mg,x1,10001079
ZINC01530951,Toronto Research Chemicals,C183582,CCC[C@](C)(COC(=O)N)COC(=O)NC(C)C,hts,1080,mg,x1,10001080
ZINC01530961,APIChem,AC-388,C(C[C@@](C(F)F)(C(=O)[O-])[NH3+])C[NH3+],hts,1081,mg,x1,10001081
ZINC01530962,FDA-approved drugs (via DSSTOX),440,C(C[C@](C(F)F)(C(=O)[O-])[NH3+])C[NH3+],hts,1082,mg,x1,10001082
ZINC01530967,FDA-approved drugs (via DSSTOX),735,CC[C@@H](C(C[C@H](C)[NH+](C)C)(c1ccccc1)c2ccccc2)OC(=O)C,hts,1083,mg,x1,10001083
ZINC01530968,Zelinsky Institute,UZI/2554027,c1c(c(c(c(c1Cl)Cl)Cc2c(c(cc(c2Cl)Cl)Cl)O)O)Cl,hts,1084,mg,x1,10001084
ZINC01530975,Tractus,TR-000443,CC(C)(C)c1ccc(cc1)C[NH+](C)Cc2cccc3c2cccc3,hts,1085,mg,x1,10001085
ZINC01530977,APIChem,AC-22577,C[NH+](C/C=C/c1ccccc1)Cc2cccc3c2cccc3,hts,1086,mg,x1,10001086
ZINC01530981,IBScreen,STOCK5S-43972,CC(C)(C)C#C/C=C/C[NH+](C)Cc1cccc2c1cccc2,hts,1087,mg,x1,10001087
ZINC01530991,FDA-approved drugs (via DSSTOX),684,c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3CCC(=C(N3C2=O)C(=O)[O-])Cl)[NH3+],hts,1088,mg,x1,10001088
ZINC01530992,FDA-approved drugs (via DSSTOX),684,c1ccc(cc1)[C@H](C(=O)N[C@@H]2[C@@H]3CCC(=C(N3C2=O)C(=O)[O-])Cl)[NH3+],hts,1089,mg,x1,10001089
ZINC01531006,FineTech,FT-0623394,C([C@H]([C@H]([C@@H]([C@H]([C@@H](C(=O)[O-])O)O)O)O)O)O,hts,1090,mg,x1,10001090
ZINC01531007,Ark Pharm Building Blocks,AK109578,C([C@H]([C@H]([C@@H]([C@H]([C@H](C(=O)[O-])O)O)O)O)O)O,hts,1091,mg,x1,10001091
ZINC01531027,FDA-approved drugs (via DSSTOX),180,CCNC(=O)N(CCC[NH+](C)C)C(=O)[C@H]1C[C@H]2c3cccc4c3c(c[nH]4)C[C@@H]2[NH+](C1)CC=C,hts,1092,mg,x1,10001092
ZINC01531036,Amadis Chemical,A821806,C(CCCC(=O)[O-])CCCC(=O)[O-],hts,1093,mg,x1,10001093
ZINC01531509,Asinex,BAS14277083,C[NH+]1CCc2cc3c(c(c2[C@H]1[C@H]4c5ccc(c(c5C(=O)O4)OC)OC)OC)OCO3,hts,1094,mg,x1,10001094
ZINC01531674,TimTec Building Blocks,SBB053837,C[NH+]1CCC=C(C1)C(=O)OC,hts,1095,mg,x1,10001095
ZINC01531682,TimTec,ST057174,CCCCc1ccc(nc1)C(=O)[O-],hts,1096,mg,x1,10001096
ZINC01532129,DrugBank-nutriceuticals,DB00168,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)[O-])[NH3+],hts,1097,mg,x1,10001097
ZINC01532130,TimTec,ST069285,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)[O-])[NH3+],hts,1098,mg,x1,10001098
ZINC01532131,DrugBank-nutriceuticals,DB00168,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],hts,1099,mg,x1,10001099
ZINC01532132,Molport,MolPort-001-792-024,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],hts,1100,mg,x1,10001100
ZINC01532179,DrugBank-approved,DB00815,CCCCCCCCCCCCOS(=O)(=O)[O-],hts,1101,mg,x1,10001101
